Name,NickName,Age,Birthday,Gender,Height,Weight,Weight_class,Url,RecordDraws,RecordLosses,RecordNoContests,RecordWins,WeightClassAbbreviation,WeightClassId,Stance
Arman Ashimov,Mustafa Ozturik,33,1/14/1992,Male,66,125,Flyweight,http://www.ufc.com/athlete/arman-ashimov,1,3,0,11,FLW,8,N/A
Pat Audinwood,Awesomely Awesome,38,4/16/1986,Male,72,155,Lightweight,http://www.ufc.com/athlete/pat-audinwood,1,2,0,11,LW,5,Orthodox
Edson Barboza,Junior,39,1/21/1986,Male,71,145,Featherweight,http://www.ufc.com/athlete/edson-barboza,0,12,0,24,FTW,6,Orthodox
Marcus Aurelio,Maximus,51,8/18/1973,Male,70,155,Lightweight,http://www.ufc.com/athlete/marcus-aurelio,0,10,0,22,LW,5,Orthodox
Jin Bala,N/A,N/A,N/A,Male,69,155,Lightweight,http://www.ufc.com/athlete/balajin-_,0,3,0,23,LW,5,N/A
Marcin Bandel,Bomba,35,10/10/1989,Male,70,155,Lightweight,http://www.ufc.com/athlete/marcin-bandel,0,7,0,15,WW,5,Orthodox
Junior Assuncao,N/A,43,6/24/1981,Male,69,145,Featherweight,http://www.ufc.com/athlete/junior-assuncao,0,6,0,16,FTW,6,Orthodox
Ignacio Bahamondes,La Jaula,27,8/27/1997,Male,75,155,Lightweight,http://www.ufc.com/athlete/ignacio-bahamondes,0,5,0,16,WW,5,Orthodox
David Baron,N/A,51,2/15/1973,Male,66,155,Lightweight,http://www.ufc.com/athlete/david-baron,1,4,0,17,LW,5,Switch
Mehdi Baghdad,The Sultan,39,4/13/1985,Male,73,155,Lightweight,http://www.ufc.com/athlete/mehdi-baghdad,0,5,0,11,LW,5,Orthodox
Alan Belcher,The Talent,40,4/24/1984,Male,74,185,Middleweight,http://www.ufc.com/athlete/alan-belcher,0,8,0,18,MW,3,Orthodox
Dan Barrera,The Fireman,44,12/23/1980,Male,69,170,Welterweight,http://www.ufc.com/athlete/dan-barrera,0,1,0,3,WW,4,Orthodox
Pat Barry,HD,45,7/7/1979,Male,71,235,Heavyweight,http://www.ufc.com/athlete/pat-barry,0,7,0,8,HW,1,Orthodox
Ali Bagautinov,Puncher,39,6/10/1985,Male,64,125,Flyweight,http://www.ufc.com/athlete/ali-bagautinov,0,6,0,15,FLW,8,Orthodox
Anton Berzin,The Body Snatcher,35,9/29/1989,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/anton-berzin,0,1,0,5,LHW,2,Orthodox
Luke Barnatt,The Bigslow,36,4/13/1988,Male,78,185,Middleweight,http://www.ufc.com/athlete/luke-barnatt,0,4,0,13,MW,3,Orthodox
Johnny Bedford,Brutal,42,1/6/1983,Male,70,135,Bantamweight,http://www.ufc.com/athlete/johnny-bedford,1,13,1,21,BW,7,Orthodox
Josh Barnett,The Warmaster,47,11/10/1977,Male,75,250,Heavyweight,http://www.ufc.com/athlete/josh-barnett,0,8,0,35,HW,1,Orthodox
Andrei Arlovski,The Pitbull,45,2/4/1979,Male,75,240,Heavyweight,http://www.ufc.com/athlete/andrei-arlovski,0,24,2,34,HW,1,Orthodox
Marco Beltran,Psycho,38,5/18/1986,Male,68,125,Flyweight,http://www.ufc.com/athlete/marco-beltran,0,6,0,8,WW,8,Orthodox
Brad Blackburn,Bad Brad,47,5/25/1977,Male,70,170,Welterweight,http://www.ufc.com/athlete/brad-blackburn,1,13,1,18,WW,4,Orthodox
Daniel Barez,N/A,36,12/10/1988,Male,66,125,Flyweight,http://www.ufc.com/athlete/daniel-barez,0,6,0,17,FLW,8,Orthodox
Manny Bermudez,The Bermudez Triangle,30,7/16/1994,Male,70,145,Bantamweight,http://www.ufc.com/athlete/manny-bermudez,0,2,0,14,BW,7,Orthodox
KB Bhullar,The Bengal,33,10/12/1991,Male,76,185,Middleweight,http://www.ufc.com/athlete/kb-bhullar,0,2,0,8,MW,3,Switch
Bruno Assis,Brunao,32,5/23/1992,Male,74,185,Middleweight,http://www.ufc.com/athlete/bruno-assis,0,4,0,8,MW,3,Orthodox
Jesse Bongfeldt,Water,44,8/28/1980,Male,72,185,Middleweight,http://www.ufc.com/athlete/jesse-bongfeldt,1,5,0,16,MW,3,Orthodox
Mario Bautista,N/A,31,7/1/1993,Male,69,135,Bantamweight,http://www.ufc.com/athlete/mario-bautista,0,2,0,15,BW,7,Switch
Jan Blachowicz,N/A,41,2/24/1983,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/jan-blachowicz,1,10,0,29,LHW,2,Orthodox
Bryan Battle,The Butcher,30,9/21/1994,Male,73,170,Welterweight,http://www.ufc.com/athlete/bryan-battle,0,2,1,13,MW,4,Orthodox
Enrique Barzola,El Fuerte,35,4/28/1989,Male,67,145,Bantamweight,http://www.ufc.com/athlete/enrique-barzola,2,5,0,17,FTW,7,Orthodox
Javid Basharat,The Snow Leopard,29,9/7/1995,Male,69,135,Bantamweight,http://www.ufc.com/athlete/javid-basharat,0,1,1,14,BW,7,Orthodox
Curtis Blaydes,Razor,33,2/18/1991,Male,76,265,Heavyweight,http://www.ufc.com/athlete/curtis-blaydes,0,5,1,18,HW,1,Orthodox
Ramiz Brahimaj,N/A,32,11/17/1992,Male,70,170,Welterweight,http://www.ufc.com/athlete/ramiz-brahimaj,0,5,0,11,WW,4,Orthodox
Keith Berish,Sha Bang Bang,39,11/14/1985,Male,72,205,Middleweight,http://www.ufc.com/athlete/keith-berish,0,1,1,5,LHW,3,Orthodox
Steve Berger,The Red Nosed Pitbull,51,5/20/1973,Male,71,170,Welterweight,http://www.ufc.com/athlete/steve-berger,2,23,1,21,WW,4,Orthodox
Jerry Bohlander,N/A,50,2/12/1974,Male,71,199,Middleweight,http://www.ufc.com/athlete/jerry-bohlander,0,4,0,11,MW,3,Orthodox
Miguel Baeza,Caramel Thunder,32,8/23/1992,Male,74,170,Welterweight,http://www.ufc.com/athlete/miguel-baeza,0,4,0,10,WW,4,Orthodox
Jonathan Brookins,N/A,39,8/13/1985,Male,72,145,Featherweight,http://www.ufc.com/fighter/jonathan-brookins,0,10,0,16,FTW,6,Southpaw
Gabriel Benitez,Moggly,36,6/15/1988,Male,68,155,Featherweight,http://www.ufc.com/athlete/gabriel-benitez,0,13,0,23,FTW,6,Southpaw
Calen Born,N/A,36,5/24/1988,Male,68,170,Welterweight,http://www.ufc.com/athlete/calen-born,0,1,0,7,WW,4,Switch
Caio Bittencourt,Leao,33,5/22/1991,Male,72,185,Middleweight,http://www.ufc.com/athlete/caio-bittencourt,0,7,0,14,MW,3,Orthodox
Michael Bisping,The Count,43,2/28/1979,Male,73,185,Middleweight,https://www.ufc.com/athlete/michael-bisping,0,9,0,30,MW,3,Orthodox
Dave Beneteau,Dangerous,N/A,N/A,Male,74,250,Heavyweight,http://www.ufc.com/athlete/dave-beneteau,1,5,0,6,HW,1,Orthodox
Raoni Barcelos,N/A,37,5/1/1987,Male,67,135,Bantamweight,http://www.ufc.com/athlete/raoni-barcelos,0,5,0,19,BW,7,Orthodox
David Bielkheden,N/A,45,6/6/1979,Male,70,155,Lightweight,http://www.ufc.com/athlete/david-bielkheden,0,12,0,24,LW,5,Orthodox
Sean Brady,N/A,32,11/23/1992,Male,70,170,Welterweight,http://www.ufc.com/athlete/sean-brady,0,1,0,17,WW,4,Orthodox
Fernando Bruno,Acougueiro,42,2/24/1982,Male,66,145,Featherweight,http://www.ufc.com/athlete/fernando-bruno,0,4,0,15,FTW,6,N/A
Galore Bofando,N/A,42,5/22/1982,Male,71,170,Welterweight,http://www.ufc.com/athlete/galore-bofando,0,3,0,5,WW,4,Switch
Dashawn Boatwright,"Buck, the 400-pound Silverback",36,2/29/1988,Male,72,205,Light Heavyweight,http://www.ufc.com/athlete/dashawn-boatwright,0,1,0,3,LHW,2,Orthodox
Jonas Bilharinho,N/A,34,5/22/1990,Male,71,145,Featherweight,http://www.ufc.com/athlete/jonas-bilharinho,1,1,0,9,FTW,6,Switch
James Bochnovic,N/A,35,2/13/1989,Male,76,205,Light Heavyweight,http://www.ufc.com/athlete/james-bochnovic,0,3,0,8,LHW,2,Orthodox
Kevin Burns,The Fire,44,3/3/1980,Male,70,170,Welterweight,http://www.ufc.com/athlete/kevin-burns,0,7,0,12,WW,4,Orthodox
Kyle Bradley,N/A,42,8/19/1982,Male,69,155,Lightweight,http://www.ufc.com/athlete/kyle-bradley,0,12,1,19,LW,5,Orthodox
Dan Bobish,N/A,55,1/26/1970,Male,74,345,Heavyweight,http://www.ufc.com/athlete/daniel-bobish,0,9,0,17,HW,1,Southpaw
Martin Bravo,El Toro,31,9/21/1993,Male,68,145,Lightweight,http://www.ufc.com/athlete/martin-bravo,0,3,0,11,LW,5,Southpaw
Ricky Calatayud,N/A,42,10/10/1982,Male,69,125,Flyweight,http://www.ufc.com/athlete/ricky-calatayud,0,2,0,16,FLW,8,N/A
Aaron Brink,N/A,50,11/12/1974,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/aaron-brink,0,26,2,26,HW,2,Orthodox
Dean Barry,The Sniper,32,7/3/1992,Male,70,170,Welterweight,http://www.ufc.com/athlete/dean-barry,0,2,0,4,WW,4,Orthodox
Joanderson Brito,Tubarao,29,2/11/1995,Male,68,145,Featherweight,http://www.ufc.com/athlete/joanderson-brito,1,4,0,17,FTW,6,Orthodox
Junie Browning,N/A,40,5/12/1984,Male,69,155,Lightweight,http://www.ufc.com/athlete/junie-browning,0,6,0,5,LW,5,Orthodox
Viacheslav Borshchev,Slava Claus,33,1/8/1992,Male,71,155,Lightweight,http://www.ufc.com/athlete/viacheslav-borshchev,1,4,0,8,LW,5,Orthodox
Brian Bowles,N/A,44,6/22/1980,Male,67,135,Bantamweight,http://www.ufc.com/athlete/brian-bowles,0,3,0,10,BW,7,Orthodox
Tanner Boser,The Bulldozer,33,8/2/1991,Male,74,205,Heavyweight,http://www.ufc.com/athlete/tanner-boser,1,10,0,21,HW,1,Orthodox
Guido Cannetti,Ninja,45,12/19/1979,Male,66,135,Bantamweight,http://www.ufc.com/athlete/guido-cannetti,0,8,0,10,BW,7,Southpaw
Jason Brilz,Hitman,49,7/7/1975,Male,71,205,Light Heavyweight,http://www.ufc.com/athlete/jason-brilz,1,6,0,22,LHW,2,Orthodox
Matt Brown,The Immortal,44,1/10/1981,Male,72,170,Welterweight,http://www.ufc.com/athlete/matt-brown,0,19,0,26,WW,4,Orthodox
Joseph Benavidez,N/A,40,7/31/1984,Male,64,125,Flyweight,http://www.ufc.com/athlete/joseph-benavidez,0,8,0,28,FLW,8,Southpaw
Cody Brundage,N/A,30,5/16/1994,Male,72,185,Middleweight,http://www.ufc.com/athlete/cody-brundage,0,6,1,10,LHW,3,Orthodox
Chris Brennan,The Westside Strangler,53,10/12/1971,Male,68,170,Lightweight,http://www.ufc.com/athlete/chris-brennan,1,13,0,21,WW,5,Orthodox
Joshua Burkman,The People's Warrior,44,4/10/1980,Male,70,170,Lightweight,http://www.ufc.com/athlete/joshua-burkman,0,16,1,28,WW,5,Orthodox
Tom Breese,N/A,33,9/26/1991,Male,75,185,Middleweight,http://www.ufc.com/athlete/tom-breese,0,3,0,12,MW,3,Southpaw
Shane Carwin,The Engineer,50,1/4/1975,Male,74,265,Heavyweight,http://www.ufc.com/athlete/shane-carwin,0,2,0,12,HW,1,Orthodox
Steve Byrnes,The Sergeant,N/A,N/A,Male,72,170,Middleweight,http://www.ufc.com/athlete/steve-byrnes,0,1,0,6,MW,3,Orthodox
Todd Brown,Bulldog,48,12/13/1976,Male,71,205,Light Heavyweight,http://www.ufc.com/athlete/todd-brown,0,4,1,16,LHW,2,Orthodox
Humberto Brown Morrison,N/A,40,11/3/1984,Male,70,145,Featherweight,http://www.ufc.com/athlete/humberto-brown,0,6,0,4,FTW,6,N/A
Asbel Cancio,N/A,N/A,N/A,Male,70,225,Heavyweight,http://www.ufc.com/athlete/asbel-cancio,0,1,0,0,HW,1,N/A
Ansar Chalangov,N/A,45,10/30/1979,Male,69,170,Welterweight,http://www.ufc.com/athlete/ansar-chalangov,0,5,0,14,WW,4,Orthodox
Bibulatov Magomed,Chaborz,36,8/22/1988,Male,65,125,Flyweight,http://www.ufc.com/athlete/magomed-bibulatov,0,2,0,14,FLW,8,Orthodox
Randy Brown,Rudeboy,34,7/8/1990,Male,75,170,Welterweight,http://www.ufc.com/athlete/randy-brown,0,6,0,19,WW,4,Orthodox
Mads Burnell,N/A,30,3/6/1994,Male,68,145,Featherweight,http://www.ufc.com/athlete/mads-burnell,0,3,0,9,FTW,6,Orthodox
Lukasz Brzeski,The Bull,32,5/17/1992,Male,76,236,Heavyweight,http://www.ufc.com/athlete/lukasz-brzeski,1,6,1,9,HW,1,Orthodox
Joaquin Buckley,New Mansa,30,4/27/1994,Male,70,170,Welterweight,http://www.ufc.com/athlete/joaquin-buckley,0,6,0,21,MW,4,Southpaw
Martin Buschkamp,N/A,34,1/6/1991,Male,69,145,Featherweight,http://www.ufc.com/athlete/martin-buschkamp,0,0,1,9,FTW,6,Orthodox
Wulijiburen,Beast Master,35,3/1/1989,Male,69,135,Featherweight,http://www.ufc.com/athlete/wuliji-buren,0,9,0,20,FTW,6,Orthodox
John Cholish,N/A,41,12/17/1983,Male,71,155,Lightweight,http://www.ufc.com/athlete/john-cholish,0,3,0,8,LW,5,Orthodox
Tim Caron,The Bear,37,7/24/1987,Male,73,185,Middleweight,http://www.ufc.com/athlete/tim-caron,0,1,1,7,MW,3,Orthodox
Byron Bloodworth,N/A,41,8/16/1983,Male,68,135,Bantamweight,http://www.ufc.com/athlete/byron-bloodworth,0,3,0,6,BW,7,Orthodox
Martin Buday,Badys,33,11/11/1991,Male,76,265,Heavyweight,http://www.ufc.com/athlete/martin-buday,0,2,0,14,HW,1,Orthodox
Brian Cobb,N/A,N/A,N/A,Male,71,155,Lightweight,http://www.ufc.com/athlete/brian-cobb,0,9,0,20,LW,5,Orthodox
Alex Caceres,Bruce Leeroy,36,6/20/1988,Male,70,145,Featherweight,http://www.ufc.com/athlete/alex-caceres,0,15,1,21,FTW,6,Southpaw
Murilo Bustamante,N/A,58,7/30/1966,Male,74,183,Welterweight,http://www.ufc.com/athlete/murilo-bustamante,1,8,0,15,MW,4,Orthodox
Chris Camozzi,N/A,38,11/20/1986,Male,74,185,Middleweight,http://www.ufc.com/athlete/chris-camozzi,0,13,0,24,MW,3,Orthodox
Dennis Buzukja,The Great,27,10/1/1997,Male,69,145,Featherweight,http://www.ufc.com/athlete/dennis-buzukja,0,5,0,12,FTW,6,Switch
Dakota Bush,N/A,30,6/9/1994,Male,70,155,Lightweight,http://www.ufc.com/athlete/dakota-bush,0,4,0,8,LW,5,Orthodox
Henry Cejudo,Triple C,37,2/9/1987,Male,64,135,Bantamweight,http://www.ufc.com/athlete/henry-cejudo,0,4,0,16,BW,7,Orthodox
Michael Cora,Kookie Monster,35,8/24/1989,Male,73,170,Welterweight,http://www.ufc.com/athlete/michael-cora,0,1,0,4,WW,4,Southpaw
Caio Borralho,The Natural,32,1/16/1993,Male,73,185,Middleweight,http://www.ufc.com/athlete/caio-borralho,0,1,1,17,MW,3,Southpaw
Ricky Camp,2 Slick,N/A,N/A,Male,67,135,Bantamweight,http://www.ufc.com/athlete/ricky-camp,0,4,0,11,BW,7,N/A
Shane Campbell,Shaolin,38,1/21/1987,Male,72,155,Lightweight,http://www.ufc.com/athlete/shane-campbell,0,6,0,14,LW,5,Orthodox
Phil Caracappa,The Hitman,32,6/5/1992,Male,68,135,Bantamweight,http://www.ufc.com/athlete/phil-caracappa,0,1,0,6,BW,7,Orthodox
Khamzat Chimaev,Borz,30,5/1/1994,Male,74,185,Middleweight,http://www.ufc.com/athlete/khamzat-chimaev,0,0,0,14,WW,3,Orthodox
Aleksa Camur,N/A,29,9/25/1995,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/aleksa-camur,0,3,0,6,LHW,2,Orthodox
Bryan Caraway,Kid Lightning,40,8/4/1984,Male,68,135,Bantamweight,http://www.ufc.com/athlete/bryan-caraway,0,9,0,21,BW,7,Orthodox
Mike Breeden,Money,35,4/21/1989,Male,70,155,Lightweight,http://www.ufc.com/athlete/mike-breeden,0,6,0,11,LW,5,Orthodox
Ronaldo Candido,Pacman,35,4/24/1989,Male,66,125,Flyweight,http://www.ufc.com/athlete/ronaldo-candido,0,0,0,6,FLW,8,Southpaw
Chris Cariaso,Kamikaze,43,5/27/1981,Male,63,125,Flyweight,http://www.ufc.com/athlete/chris-cariaso,0,8,0,17,FLW,8,Southpaw
John Castaneda,Sexy Mexi,33,12/18/1991,Male,66,135,Bantamweight,http://www.ufc.com/athlete/john-castaneda,0,7,0,21,BW,7,Switch
Colby Covington,Chaos,36,2/22/1988,Male,71,170,Welterweight,http://www.ufc.com/athlete/colby-covington,0,5,0,17,WW,4,Orthodox
Shonie Carter,Mr. International,52,5/3/1972,Male,70,170,Welterweight,http://www.ufc.com/athlete/shonie-carter,7,31,1,51,LHW,4,Southpaw
Mike Brown,N/A,49,9/8/1975,Male,66,145,Featherweight,http://www.ufc.com/athlete/mike-brown,0,9,0,26,FTW,6,Orthodox
Mitch Clarke,Danger Zone,39,11/24/1985,Male,70,155,Lightweight,http://www.ufc.com/athlete/mitch-clarke,0,5,0,11,LW,5,Orthodox
Danny Castillo,Last Call,45,8/25/1979,Male,69,155,Lightweight,http://www.ufc.com/athlete/danny-castillo,0,10,0,17,LW,5,Orthodox
Nick Catone,The Jersey Devil,43,9/1/1981,Male,72,185,Middleweight,http://www.ufc.com/athlete/nick-catone,0,4,0,10,MW,3,Southpaw
Francis Carmont,Limitless,43,10/11/1981,Male,75,205,Middleweight,http://www.ufc.com/athlete/francis-carmont,0,12,0,25,LHW,3,Orthodox
Justin Buchholz,N/A,41,8/22/1983,Male,72,155,Lightweight,http://www.ufc.com/athlete/justin-buchholz,0,10,0,15,LW,5,Orthodox
Bob Cook,Crazy,N/A,N/A,Male,69,170,Lightweight,http://www.ufc.com/athlete/bob-cook,0,0,0,5,LW,5,Orthodox
Gabriel Checco,Zangief,38,4/3/1986,Male,73,185,Middleweight,http://www.ufc.com/athlete/gabriel-checco,0,2,0,10,MW,3,Switch
JR Coughran,Bam Bam,30,5/17/1994,Male,66,145,Featherweight,http://www.ufc.com/athlete/jr-coughran,0,1,0,4,FTW,6,Orthodox
Ernest Chavez,EJ,41,6/27/1983,Male,68,145,Featherweight,http://www.ufc.com/athlete/ernest-chavez,0,2,0,10,LW,6,Orthodox
Donald Cerrone,Cowboy,41,3/29/1983,Male,73,155,Lightweight,http://www.ufc.com/athlete/donald-cerrone,0,17,2,36,WW,5,Orthodox
Dominick Cruz,The Dominator,39,3/9/1985,Male,68,135,Bantamweight,http://www.ufc.com/athlete/dominick-cruz,0,4,0,24,BW,7,Orthodox
Albert Cheng,N/A,39,2/7/1985,Male,71,170,Welterweight,http://www.ufc.com/athlete/albert-cheng,0,4,0,7,WW,4,Orthodox
Dan Christison,The Sandman,52,4/26/1972,Male,80,265,Heavyweight,http://www.ufc.com/athlete/dan-christison,0,7,0,20,HW,1,Orthodox
Bubba Bush,The Fightin' Texas Aggie,39,7/24/1985,Male,72,185,Middleweight,http://www.ufc.com/athlete/bubba-bush,0,3,1,8,MW,3,Orthodox
Magnus Cedenblad,Jycken,42,4/10/1982,Male,77,185,Middleweight,http://www.ufc.com/athlete/magnus-cedenblad,0,5,0,14,MW,3,Orthodox
Mike Ciesnolevicz,N/A,45,10/28/1979,Male,72,235,Light Heavyweight,http://www.ufc.com/athlete/mike-ciesnolevicz,0,4,1,19,LHW,2,Orthodox
Cameron Church,N/A,34,9/27/1990,Male,71,155,Lightweight,http://www.ufc.com/athlete/cameron-church,0,1,0,4,LW,5,Orthodox
Daron Cruickshank,Detroit Superstar,39,6/11/1985,Male,68,155,Lightweight,http://www.ufc.com/athlete/daron-cruickshank,0,10,1,18,LW,5,Switch
Wes Combs,The Soldier,51,6/18/1973,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/wes-combs,0,6,0,20,LHW,2,Orthodox
Dooho Choi,The Korean Superboy,33,4/10/1991,Male,70,145,Featherweight,http://www.ufc.com/athlete/dooho-choi,1,4,0,16,FTW,6,Orthodox
Brian Camozzi,Mantis,33,6/24/1991,Male,74,170,Welterweight,http://www.ufc.com/athlete/brian-camozzi,0,5,0,7,WW,4,Orthodox
Clay Collard,Cassius,29,3/10/1993,Male,71,145,Featherweight,https://www.ufc.com/athlete/clay-collard,0,7,1,14,FTW,6,Orthodox
Frank Caracci,N/A,N/A,N/A,Male,0,0,Lightweight,http://www.ufc.com/athlete/frank-caracci,0,3,0,2,LW,5,N/A
Michael Chiesa,Maverick,37,12/7/1987,Male,73,170,Welterweight,http://www.ufc.com/athlete/michael-chiesa,0,7,0,20,WW,4,Southpaw
Gil Castillo,N/A,59,10/21/1965,Male,69,170,Welterweight,http://www.ufc.com/athlete/gil-castillo,0,5,0,8,MW,4,Southpaw
Paulo Costa,The Eraser,33,4/21/1991,Male,73,185,Middleweight,http://www.ufc.com/athlete/paulo-costa,0,4,0,14,MW,3,Orthodox
Christian Colombo,N/A,44,7/1/1980,Male,77,265,Heavyweight,http://www.ufc.com/athlete/christian-colombo,1,3,0,8,HW,1,Orthodox
Daniel Lacerda,Miojo,28,6/5/1996,Male,66,125,Flyweight,http://www.ufc.com/athlete/daniel-lacerda,0,6,1,11,FLW,8,Switch
Ion Cutelaba,The Hulk,31,12/14/1993,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/ion-cutelaba,1,10,1,18,LHW,2,Southpaw
Logan Clark,N/A,39,2/16/1985,Male,74,185,Middleweight,http://www.ufc.com/athlete/logan-clark,0,6,0,18,MW,3,Orthodox
Chris Clements,The Menace,48,2/9/1976,Male,70,170,Welterweight,http://www.ufc.com/athlete/chris-clements,0,6,1,12,WW,4,Orthodox
Tim Credeur,N/A,47,7/9/1977,Male,75,185,Middleweight,http://www.ufc.com/athlete/tim-credeur,0,4,0,12,MW,3,Orthodox
Reyes Cortez Jr.,JR,32,7/31/1992,Male,67,135,Bantamweight,http://www.ufc.com/athlete/reyes-cortez,0,3,0,7,BW,7,Orthodox
Chris Cope,C-Murder,41,3/5/1983,Male,72,170,Welterweight,http://www.ufc.com/athlete/chris-cope,0,4,0,8,WW,4,Orthodox
Danny Chavez,The Colombian Warrior,37,3/14/1987,Male,68,145,Featherweight,http://www.ufc.com/athlete/danny-chavez,1,5,0,11,FTW,6,Orthodox
Orion Cosce,Galaxy,30,7/15/1994,Male,71,170,Welterweight,http://www.ufc.com/athlete/orion-cosce,0,2,0,8,WW,4,Switch
Hugo Cunha,Silverback,31,2/4/1993,Male,75,263,Heavyweight,http://www.ufc.com/athlete/hugo-cunha,0,2,0,8,HW,1,Orthodox
Chris Daukaus,N/A,35,9/25/1989,Male,75,205,Heavyweight,http://www.ufc.com/athlete/chris-daukaus,0,7,0,12,HW,1,Orthodox
Tristan Connelly,Boondock,39,12/12/1985,Male,70,145,Welterweight,http://www.ufc.com/athlete/tristan-connelly,0,8,0,14,WW,4,Orthodox
Randy Couture,The Natural,61,6/22/1963,Male,73,205,Light Heavyweight,http://www.ufc.com/athlete/randy-couture,0,11,0,19,HW,2,Orthodox
Alberto Crane,N/A,48,7/14/1976,Male,65,155,Lightweight,http://www.ufc.com/athlete/alberto-crane,0,5,0,15,LW,5,Orthodox
Paul Craig,Bearjew,37,11/27/1987,Male,75,185,Middleweight,http://www.ufc.com/athlete/paul-craig,1,9,0,17,LHW,3,Orthodox
Luke Cummo,N/A,44,4/27/1980,Male,72,170,Welterweight,http://www.ufc.com/athlete/luke-cummo,0,6,0,6,WW,4,Orthodox
Anthony Christodoulou,N/A,37,7/30/1987,Male,69,155,Lightweight,http://www.ufc.com/athlete/anthony-christodoulou,0,7,0,12,LW,5,Orthodox
Jarjis Danho,Man Mountain,41,10/15/1983,Male,75,265,Heavyweight,http://www.ufc.com/athlete/jarjis-danho,1,1,1,7,HW,1,Orthodox
Patrick Cote,The Predator,44,2/29/1980,Male,71,170,Welterweight,http://www.ufc.com/athlete/patrick-cote,0,11,0,23,WW,4,Orthodox
Jimmy Crute,N/A,28,3/4/1996,Male,74,205,Light Heavyweight,http://www.ufc.com/athlete/jim-crute,1,4,0,12,LHW,2,Orthodox
Zak Cummings,N/A,40,8/2/1984,Male,72,205,Middleweight,http://www.ufc.com/athlete/zak-cummings,0,7,0,25,MW,3,Southpaw
Angel De Anda,The Dream,39,5/28/1985,Male,69,225,Light Heavyweight,http://www.ufc.com/athlete/angel-de-anda,0,6,0,18,LHW,2,Orthodox
Jason DeLucia,N/A,55,7/24/1969,Male,71,190,Middleweight,http://www.ufc.com/athlete/jason-delucia,1,21,0,33,MW,3,Southpaw
Ken Cross,The Boss,30,10/4/1994,Male,72,155,Lightweight,http://www.ufc.com/athlete/kenneth-cross,0,3,0,11,LW,5,Southpaw
Mark De La Rosa,Bumblebee,30,8/31/1994,Male,66,135,Bantamweight,http://www.ufc.com/athlete/mark-de-la-rosa,0,5,0,11,BW,7,Orthodox
Henrique da Silva,Frankenstein,35,9/1/1989,Male,75,205,Light Heavyweight,http://www.ufc.com/athlete/henrique-da-silva,0,5,0,14,LHW,2,Orthodox
Rico DiSciullo,N/A,38,10/12/1986,Male,68,135,Bantamweight,http://www.ufc.com/athlete/rico-disciullo,0,2,1,9,BW,7,Orthodox
Leonardo Damiani,Puppy,34,8/30/1990,Male,70,170,Welterweight,http://www.ufc.com/athlete/leonardo-damiani,1,3,0,10,WW,4,Orthodox
Edwin DeWees,Babyface,42,8/7/1982,Male,73,185,Middleweight,http://www.ufc.com/athlete/edwin-dewees,0,17,1,38,MW,3,Orthodox
Marcus Davis,The Irish Hand Grenade,51,8/24/1973,Male,70,170,Lightweight,http://www.ufc.com/athlete/marcus-davis,0,11,1,22,LW,5,Southpaw
David Dodd,N/A,51,9/22/1973,Male,74,200,Middleweight,http://www.ufc.com/athlete/david-dodd,0,7,0,4,MW,3,Orthodox
Jeff Curran,Big Frog,47,9/2/1977,Male,66,135,Bantamweight,http://www.ufc.com/athlete/jeff-curran,1,18,0,36,BW,7,Orthodox
Jorge de Oliveira,Blade,45,1/22/1980,Male,68,155,Welterweight,http://www.ufc.com/athlete/jorge-de-oliveira,0,2,0,9,WW,4,Orthodox
Derek Downey,N/A,44,4/27/1980,Male,73,185,Middleweight,http://www.ufc.com/athlete/derek-downey,0,4,0,11,MW,3,Orthodox
Antonio Dos Santos,Junior Alpha,36,7/21/1988,Male,70,185,Welterweight,http://www.ufc.com/athlete/antonio-dos-santos,0,4,0,6,MW,4,Orthodox
Grant Dawson,KGD,30,2/20/1994,Male,70,155,Lightweight,http://www.ufc.com/athlete/grant-dawson,1,2,0,23,FTW,5,Switch
Rodrigo de Lima,Monstro,33,3/12/1991,Male,67,155,Lightweight,http://www.ufc.com/athlete/rodrigo-de-lima,1,3,0,8,LW,5,Orthodox
Batgerel Danaa,Storm,35,7/4/1989,Male,67,135,Bantamweight,http://www.ufc.com/athlete/batgerel-danaa,0,5,0,12,BW,7,Orthodox
Tyler Diamond,N/A,33,3/18/1991,Male,67,145,Featherweight,http://www.ufc.com/athlete/tyler-diamond,0,1,0,9,FTW,6,Orthodox
Tom Duquesnoy,Fire Kid,31,6/21/1993,Male,67,135,Bantamweight,http://www.ufc.com/athlete/tom-duquesnoy,0,2,1,16,BW,7,Orthodox
Rilley Dutro,N/A,37,9/3/1987,Male,68,125,Flyweight,http://www.ufc.com/athlete/riley-dutro,0,4,0,11,FLW,8,Orthodox
Beneil Dariush,N/A,35,5/6/1989,Male,70,155,Lightweight,http://www.ufc.com/athlete/beneil-dariush,1,6,0,22,LW,5,Southpaw
